Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Revenues ($M),Profits ($M),Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized),
U.S.,Wall N.J.,Utilities: Gas and Electric,Stephen D. Westhoven,https://www.njresources.com,Public,NJR,$2592,$169.5,$3246.5,1108,$2592,$169.5,$4373,$1551.7,6.5%,3.9%,10.9%,1.89,-28.4%,2.5%,19.4%,0.1%,10.7%,12.5%,
U.S.,New York N.Y.,Real estate,Michael Nierenberg,https://www.newresi.com,Public,NRZ,$2585.6,$563.3,$2081.9,3387,$2585.6,$563.3,$44863.5,$7157.7,21.8%,1.3%,7.9%,1.34,-52.3%,-11.9%,-,28%,18.4%,-,
U.S.,Greenwich Conn.,Securities,Milan Galik,https://www.interactivebrokers.com,Public,IBKR,$2580,$161,$3313.4,1643,$2580,$161,$71676,$1452,6.2%,0.2%,11.1%,2.1,-7.9%,22.2%,9.2%,-14%,10.8%,13.5%,
U.S.,Boulder Colo.,Telecommunications,Daniel P. Caruso,https://www.zayo.com,Private,,$2578,$150,$,3781,$2578,$150,$9334.6,$1341.5,5.8%,1.6%,11.2%,0.62,51.2%,-,-,51.7%,2.5%,-,
U.S.,Zeeland Mich.,Home Equipment Furnishings,Andrea R. Owen,https://www.hermanmiller.com,Public,MLHR,$2567.2,$160.5,$1311.2,8000,$2567.2,$160.5,$1569.3,$719.2,6.3%,10.2%,22.3%,2.7,27.4%,-,8%,40.5%,9.4%,11.8%,
U.S.,Emeryville Calif.,Food & Drug Stores,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,Public,GO,$2559.6,$15.4,$3087.2,765,$2559.6,$15.4,$2185.5,$745.4,0.6%,0.7%,2.1%,0.19,-,-,-,-,-,-,
U.S.,New York N.Y.,Specialty Retailers: Apparel,Jan Singer,https://www.jcrew.com,Private,,$2540.1,$-78.8,$,9400,$2540.1,$-78.8,$1599.3,$-1350.4,-3.1%,-4.9%,-,-,-,-,-,-,-,-,
U.S.,Greenwood Village Colo.,Homebuilders,Dale Francescon/Robert J. Francescon,https://www.centurycommunities.com,Public,CCS,$2535.9,$113,$483.4,1460,$2535.9,$113,$2500,$1061.7,4.5%,4.5%,10.6%,3.62,14.2%,28.6%,-,58.5%,9.6%,-,
U.S.,Reno Nev.,Hotels Casinos Resorts,Thomas R. Reeg,https://www.eldoradoresorts.com,Public,CZR,$2528.2,$81,$1120.3,15500,$2528.2,$81,$5640.6,$1117.3,3.2%,1.4%,7.3%,1.03,-15.6%,-,-,64.7%,71.2%,-,
U.S.,Somerset N.J.,Pharmaceuticals,John R. Chiminski,https://www.catalent.com,Public,CTLT,$2518,$137.4,$8045.1,12300,$2518,$137.4,$6184,$2288.2,5.5%,2.2%,6%,0.9,42.9%,-,-,80.6%,15.1%,-,
U.S.,Liberty Lake Wash.,Electronics Electrical Equip.,Thomas L. Deitrich,https://www.itron.com,Public,ITRI,$2502.5,$49,$2242.2,7300,$2502.5,$49,$2707.8,$776.5,2%,1.8%,6.3%,1.23,-,-,-,77.5%,14.7%,2.2%,
U.S.,Columbus Ohio,Homebuilders,Robert H. Schottenstein,https://www.mihomes.com,Public,MHO,$2500.3,$127.6,$472.4,1401,$2500.3,$127.6,$2105.6,$1003.5,5.1%,6.1%,12.7%,4.48,21.1%,22.1%,-,87.2%,11.4%,14.2%,
U.S.,Chicago Ill.,Securities,Edward T. Tilly,https://www.cboe.com,Public,CBOE,$2496.1,$374.9,$9856.3,823,$2496.1,$374.9,$5113.9,$3355.6,15%,7.3%,11.2%,3.34,-11.2%,8.6%,-,24.2%,15%,-,
U.S.,Lake Forest Ill.,Industrial Machinery,Andrew K. Silvernail,https://www.idexcorp.com,Public,IEX,$2494.6,$425.5,$10529.4,7439,$2494.6,$425.5,$3813.9,$2263.2,17.1%,11.2%,18.8%,5.56,5.1%,10%,14.8%,38%,18.8%,20.5%,
U.S.,St. Louis Mo.,Electronics Electrical Equip.,Roel Vestjens,https://www.belden.com,Public,BDC,$2491.8,$-377,$1640.2,7000,$2491.8,$-377,$3406.8,$959.8,-15.1%,-11.1%,-39.3%,-9.37,-404.2%,-,-,32.2%,-6.6%,10.1%,
U.S.,Davidson N.C.,Industrial Machinery,David C. Adams,https://www.curtisswright.com,Public,CW,$2488,$307.6,$3929.4,9100,$2488,$307.6,$3764.3,$1774.4,12.4%,8.2%,17.3%,7.15,15%,25.4%,13.1%,38.7%,15.5%,17.1%,
U.S.,Calabasas Hills Calif.,Food Services,David M. Overton,https://www.thecheesecakefactory.com,Public,CAKE,$2482.7,$127.3,$767.9,46250,$2482.7,$127.3,$2840.6,$571.7,5.1%,4.5%,22.3%,2.86,33.6%,7.9%,15%,-7.7%,-2.9%,7.6%,
U.S.,Houston Texas,Pipelines,Grant E. Sims,https://www.genesisenergy.com,Public,GEL,$2480.8,$96,$480.5,2177,$2480.8,$96,$6597.6,$1434.9,3.9%,1.5%,6.7%,0.18,-,-31.3%,-9.9%,23.3%,-5.7%,8.2%,
U.S.,Boca Raton Fla.,Miscellaneous,George C. Zoley,https://www.geogroup.com,Public,GEO,$2477.9,$166.6,$1474.3,22000,$2477.9,$166.6,$4317.5,$996.8,6.7%,3.9%,16.7%,1.4,16.7%,1.2%,5.1%,-6.4%,-1.6%,8.9%,
U.S.,Houston Texas,Oil and Gas Equipment Services,William A. Hendricks Jr.,https://www.patenergy.com,Public,PTEN,$2470.7,$-425.7,$451.6,5800,$2470.7,$-425.7,$4439.6,$2833.6,-17.2%,-9.6%,-15%,-2.1,-,-,-,2.9%,-7.6%,-2.6%,
U.S.,Omaha Neb.,Trucking Truck Leasing,Derek J. Leathers,https://www.werner.com,Public,WERN,$2463.7,$166.9,$2514.7,12736,$2463.7,$166.9,$2143.9,$1111,6.8%,7.8%,15%,2.38,2.1%,11.8%,11.7%,40.6%,6.7%,10.3%,
U.S.,Davidson N.C.,Industrial Machinery,Vicente Reynal,https://www.irco.com,Public,IR,$2451.9,$159.1,$10306.3,6600,$2451.9,$159.1,$4628.4,$1869.9,6.5%,3.4%,8.5%,0.76,-41.1%,-,-,79.4%,-,-,
U.S.,Miamisburg Ohio,Forest and Paper Products,Adam St. John,https://www.versoco.com,Public,VRS,$2444,$96,$396.9,3700,$2444,$96,$1721,$1013,3.9%,5.6%,9.5%,2.74,-43.9%,-,-,-19.5%,-,-,
U.S.,Collierville Tenn.,Industrial Machinery,Gregory L. Christopher,https://www.muellerindustries.com,Public,MLI,$2430.6,$101,$1364.5,4964,$2430.6,$101,$1370.9,$643.5,4.2%,7.4%,15.7%,1.79,-1.6%,-,40.4%,37.7%,1.3%,11.9%,
U.S.,Provo Utah,Household and Personal Products,Ritch N. Wood,https://www.nuskinenterprises.com,Public,NUS,$2420.4,$173.6,$1213.7,24900,$2420.4,$173.6,$1769,$875.3,7.2%,9.8%,19.8%,3.1,43.5%,-0.1%,8.3%,-31%,1.5%,6.7%,
U.S.,New York N.Y.,Household and Personal Products,Debra G. Perelman,https://www.revloninc.com,Public,REV,$2419.6,$-157.7,$580.1,7100,$2419.6,$-157.7,$2980.6,$-1221.2,-6.5%,-5.3%,-,-2.97,-,-,-,-15%,-8.9%,2.3%,
U.S.,Santa Clara Calif.,Network and Other Communications Equipment,Jayshree Ullal,https://www.arista.com,Public,ANET,$2410.7,$859.9,$15490.9,2300,$2410.7,$859.9,$4185.3,$2894.7,35.7%,20.5%,29.7%,10.63,161.8%,52.5%,-,-3.5%,27.3%,-,
U.S.,Westbrook Maine,Medical Products and Equipment,Jonathan J. Mazelsky,https://www.idexx.com,Public,IDXX,$2406.9,$427.7,$20644.9,9200,$2406.9,$427.7,$1832.5,$177.5,17.8%,23.3%,241%,4.89,14.8%,22.3%,17.1%,40.4%,28.6%,25.6%,
U.S.,San Jose Calif.,Medical Products and Equipment,Joseph M. Hogan,https://www.aligntech.com,Public,ALGN,$2406.8,$442.8,$13699.1,14530,$2406.8,$442.8,$2500.7,$1346.2,18.4%,17.7%,32.9%,5.53,12.4%,25.6%,-,33.2%,37.9%,31.7%,
U.S.,Milford Mass.,ScientificPhotographic and Control Equipment,Christopher J. O&#039;Connell,https://www.waters.com,Public,WAT,$2406.6,$592.2,$11315.9,7467,$2406.6,$592.2,$2557.1,$-216.3,24.6%,23.2%,-,8.69,13.6%,11.4%,10%,23.9%,15.7%,14.2%,
U.S.,Columbus Ga.,Commercial Banks,Kessel D. Stelling Jr.,https://www.synovus.com,Public,SNV,$2406.5,$563.8,$2585.8,5389,$2406.5,$563.8,$48203.3,$4941.7,23.4%,1.2%,11.4%,3.47,-,21.1%,-,26.7%,9.8%,12.6%,
U.S.,Blue Bell Pa.,Diversified Outsourcing Services,Andrew V. Masterman,https://www.brightview.com,Public,BV,$2404.6,$44.4,$1159.6,21978,$2404.6,$44.4,$2928.6,$1283.8,1.8%,1.5%,3.5%,0.43,-,-,-,65.2%,-,-,
U.S.,Milwaukee Wis.,Motor Vehicles & Parts,Rodney N. Rushing,https://www.revgroup.com,Public,REVG,$2403.7,$-12.3,$263.8,8040,$2403.7,$-12.3,$1347.1,$505,-0.5%,-0.9%,-2.4%,-0.2,-200%,-,-,65.8%,-,-,
U.S.,Daytona Beach Fla.,Insurance: Property and Casualty (Stock),J. Powell Brown,https://www.bbinsurance.com,Public,BRO,$2392.2,$398.5,$10269.3,10083,$2392.2,$398.5,$7622.8,$3350.3,16.7%,5.2%,11.9%,1.4,14.8%,14.5%,10%,44.7%,20.6%,17.5%,
U.S.,Lexington Ky.,Chemicals,Samuel J. Mitchell Jr.,https://www.valvoline.com,Public,VVV,$2390,$208,$2466.8,7900,$2390,$208,$2064,$-258,8.7%,10.1%,-,1.1,31%,-,-,13.1%,-,-,
U.S.,New Haven Conn.,Insurance: Life Health (Mutual),Carl A. Anderson,https://www.kofc.org,Private,,$2387.8,$148.3,$,772,$2387.8,$148.3,$26860.6,$2309.8,6.2%,0.6%,6.4%,-,-,-,-,-,-,-,
U.S.,Walnut Creek Calif.,Household and Personal Products,Timothy P. Cofer,https://www.central.com,Public,CENT,$2383,$92.8,$1441.2,5550,$2383,$92.8,$2025,$996,3.9%,4.6%,9.3%,1.61,-30.6%,55%,5.5%,-9.8%,28.8%,11.2%,
U.S.,Philadelphia Pa.,Metals,Tony R. Thene,https://www.cartech.com,Public,CRS,$2380.2,$167,$932.1,5100,$2380.2,$167,$3187.8,$1520.1,7%,5.2%,11%,3.43,-12.5%,6.8%,12.3%,42.2%,2%,8.1%,
U.S.,Newark Del.,Diversified Financials,Jonathan W. Witter,https://www.salliemae.com,Public,SLM,$2380,$578.3,$3038.6,1900,$2380,$578.3,$32686.5,$3311.8,24.3%,1.8%,17.5%,1.3,21.5%,25.4%,13.1%,8.6%,-2.4%,9.5%,
U.S.,Pittsburgh Pa.,Industrial Machinery,Christopher Rossi,https://www.kennametal.com,Public,KMT,$2375.2,$241.9,$1543.6,10395,$2375.2,$241.9,$2656.3,$1335.2,10.2%,9.1%,18.1%,2.9,19.8%,7.8%,-,13.6%,3%,5.7%,
U.S.,Elkhart Ind.,Motor Vehicles & Parts,Jason D. Lippert,https://www.lci1.com,Public,LCII,$2371.5,$146.5,$1673.9,10500,$2371.5,$146.5,$1862.6,$800.7,6.2%,7.9%,18.3%,5.84,0.2%,17.9%,-,65%,18.9%,21.3%,
U.S.,Tacoma Wash.,Temporary Help,A. Patrick Beharelle,https://www.trueblue.com,Public,TBI,$2368.8,$63.1,$492.9,6200,$2368.8,$63.1,$1136.2,$626,2.7%,5.6%,10.1%,1.61,-1.2%,0.3%,23.2%,8.1%,1.6%,5%,
U.S.,Denver Colo.,Mining Crude-Oil Production,Thomas E. Jorden,https://www.cimarex.com,Public,XEC,$2363,$-124.6,$1718.9,987,$2363,$-124.6,$7140,$3576.1,-5.3%,-1.7%,-3.5%,-1.33,-116%,-,-,-13.6%,-12.5%,0.5%,
U.S.,San Francisco Calif.,Computer Software,Douglas S. Merritt,https://www.splunk.com,Public,SPLK,$2358.9,$-336.7,$20022.6,5800,$2358.9,$-336.7,$5439.5,$1999.4,-14.3%,-6.2%,-16.8%,-2.22,-,-,-,42.8%,20.5%,-,
U.S.,Roswell Ga.,Wholesalers: Diversified,Doug Black,https://www.siteone.com,Public,SITE,$2357.5,$77.7,$3076.5,4416,$2357.5,$77.7,$1443.3,$393.2,3.3%,5.4%,19.8%,1.82,5.2%,-,-,64%,-,-,
U.S.,Stamford Conn.,Aerospace & Defense,Nick L. Stanage,https://www.hexcel.com,Public,HXL,$2355.7,$306.6,$3099.6,6977,$2355.7,$306.6,$3128.6,$1446.1,13%,9.8%,21.2%,3.57,14.8%,11%,20.1%,28.9%,13%,19.4%,
U.S.,Washington D.C.,Diversified Outsourcing Services,Steven H. Gunby,https://www.fticonsulting.com,Public,FCN,$2352.7,$216.7,$4490.6,5567,$2352.7,$216.7,$2783.1,$1489.1,9.2%,7.8%,14.6%,5.69,44.8%,31.6%,7.7%,66.1%,23.4%,8.9%,
U.S.,Elmsford N.Y.,Specialty Retailers: Other,Brad Weston,https://www.partycity.com,Public,PRTY,$2348.8,$-532.5,$43.3,14350,$2348.8,$-532.5,$3595.3,$529.7,-22.7%,-14.8%,-100.5%,-5.71,-549.6%,-,-,-76.6%,-,-,
U.S.,Cincinnati Ohio,Insurance: Life Health (stock),Gary T. Huffman,https://www.ohionational.com,Private,,$2340.5,$-67.6,$,1109,$2340.5,$-67.6,$40366.8,$2619.1,-2.9%,-0.2%,-2.6%,-,-,-,-,-,-,-,
U.S.,Elkhart Ind.,Building Materials Glass,Andy L. Nemeth,https://www.patrickind.com,Public,PATK,$2337.1,$89.6,$672.5,7500,$2337.1,$89.6,$1471,$497.5,3.8%,6.1%,18%,3.85,-21.9%,24.6%,-,77.9%,21.9%,47.5%,
U.S.,San Jose Calif.,Computer Software,Lip-Bu Tan,https://www.cadence.com,Public,CDNS,$2336.3,$989,$18546.2,8078,$2336.3,$989,$3357.2,$2102.9,42.3%,29.5%,47%,3.53,187%,46.7%,-,59.5%,29.6%,27.8%,
U.S.,Hoffman Estates Ill.,Computer Software,Brian M. Krzanich,https://www.cdkglobal.com,Public,CDK,$2332.9,$124,$3991,9000,$2332.9,$124,$2999,$-729.6,5.3%,4.1%,-,0.98,-64.7%,-,-,15.5%,7.1%,-,
U.S.,Arlington Va.,Real estate,Timothy J. Naughton,https://www.avalonbay.com,Public,AVB,$2324.6,$786,$20711.9,3122,$2324.6,$786,$19121.1,$10989.5,33.8%,4.1%,7.2%,5.63,-20.1%,1.6%,11.3%,24.1%,8.4%,13.3%,
U.S.,Lafayette Ind.,Motor Vehicles & Parts,Brent L. Yeagy,https://www.wabashnational.com,Public,WNC,$2319.1,$89.6,$381.6,6900,$2319.1,$89.6,$1304.6,$521,3.9%,6.9%,17.2%,1.62,36.1%,13.8%,-,14.7%,4.5%,23.4%,
U.S.,Newton Mass.,Real estate,John G. Murray,https://www.svcreit.com,Public,SVC,$2316.1,$259.8,$888.6,600,$2316.1,$259.8,$9034,$2505.9,11.2%,2.9%,10.4%,1.58,39.8%,6%,0.5%,10.8%,2.8%,8.1%,
U.S.,San Jose Calif.,Semiconductors and Other Electronic Components,,https://www.maximintegrated.com,Public,MXIM,$2314.3,$827.5,$13095.3,7131,$2314.3,$827.5,$3744,$1845.3,35.8%,22.1%,44.8%,2.97,81.1%,19.3%,58.3%,25%,17.7%,15.5%,
U.S.,Bridgeport Conn.,Commercial Banks,John P. Barnes,https://www.peoples.com,Public,PBCT,$2312.2,$520.4,$4792.8,6305,$2312.2,$520.4,$58589.8,$7947.2,22.5%,0.9%,6.5%,1.27,-1.6%,8.6%,15.5%,22.4%,6.5%,4.7%,
U.S.,Hercules Calif.,ScientificPhotographic and Control Equipment,Norman D. Schwartz,https://www.bio-rad.com,Public,BIO,$2311.7,$1758.7,$10490.6,8120,$2311.7,$1758.7,$8008.9,$5755.1,76.1%,22%,30.6%,58.27,381.6%,80.4%,27.3%,59.3%,25.1%,14.4%,
U.S.,Bannockburn Ill.,Health Care: Pharmacy and Other Services,John C. Rademacher,https://www.optioncarehealth.com,Public,OPCH,$2310.4,$-75.9,$1673.4,5492,$2310.4,$-75.9,$2589.5,$906.8,-3.3%,-2.9%,-8.4%,-0.49,-,-,-,4.5%,-11.8%,-7.8%,
U.S.,Nashville Tenn.,Building Materials Glass,W. Bradley Southern,https://www.lpcorp.com,Public,LPX,$2310,$-5,$1924.5,4800,$2310,$-5,$1835,$991,-0.2%,-0.3%,-0.5%,-0.04,-101.5%,-,-,36.5%,13.3%,16%,
U.S.,Tysons Va.,Entertainment,David T. Lougee,https://www.tegna.com,Public,TGNA,$2299.5,$286.2,$2371.3,6883,$2299.5,$286.2,$6954,$1590.4,12.4%,4.1%,18%,1.31,-29.9%,-22.1%,-1.4%,56.7%,2.2%,10.6%,
U.S.,North Reading Mass.,Semiconductors and Other Electronic Components,Mark E. Jagiela,https://www.teradyne.com,Public,TER,$2295,$467.5,$9025.5,5400,$2295,$467.5,$2787,$1480.2,20.4%,16.8%,31.6%,2.6,10.6%,47.7%,-,118.8%,29.3%,21%,
U.S.,St. Louis Mo.,Mining Crude-Oil Production,Paul A. Lang,https://www.archrsc.com/,Public,ARCH,$2294.4,$233.8,$437.6,3700,$2294.4,$233.8,$1867.8,$640.5,10.2%,12.5%,36.5%,13.52,-10.8%,-,-,-11.7%,-,-,
U.S.,Newtown Pa.,Information Technology Services,Arkadiy Dobkin,https://www.epam.com,Public,EPAM,$2293.8,$261.1,$10259.4,36739,$2293.8,$261.1,$2244.2,$1596.1,11.4%,11.6%,16.4%,4.53,6.8%,26.5%,-,82.9%,34.8%,-,
U.S.,Tulsa Okla.,Mining Crude-Oil Production,Richard E. Muncrief,https://www.wpxenergy.com,Public,WPX,$2292,$256,$1706.1,590,$2292,$256,$8413,$4515,11.2%,3%,5.7%,0.61,74.3%,-5.3%,-,21.1%,3.4%,-,
U.S.,Bristol Tenn.,Mining Crude-Oil Production,David J. Stetson,https://www.conturaenergy.com,Public,CTRA,$2290.5,$-316.3,$42.9,4360,$2290.5,$-316.3,$2302.8,$696.1,-13.8%,-13.7%,-45.4%,-16.82,-165.9%,-,-,-86.2%,-,-,
U.S.,San Juan Capistrano Calif.,Health Care: Medical Facilities,Barry R. Port,https://www.ensigngroup.net,Public,ENSG,$2285.6,$110.5,$2013.3,24500,$2285.6,$110.5,$2361.9,$654.2,4.8%,4.7%,16.9%,1.97,15.9%,20.4%,9.7%,39.5%,20.2%,29.3%,
U.S.,Memphis Tenn.,Commercial Banks,D. Bryan Jordan,https://www.firsthorizon.com,Public,FHN,$2278.4,$440.9,$2513,4994,$2278.4,$440.9,$43310.9,$4780.6,19.4%,1%,9.2%,1.38,-16.4%,8.9%,-,30.5%,6.5%,4.3%,
U.S.,Rockford Mich.,Apparel,Blake W. Krueger,https://www.wolverineworldwide.com,Public,WWW,$2273.7,$128.5,$1232.3,4000,$2273.7,$128.5,$2480,$766.7,5.7%,5.2%,16.8%,1.44,-29.8%,2.1%,8.8%,7.1%,3.8%,10.7%,
U.S.,Broomfield Colo.,Hotels Casinos Resorts,Robert A. Katz,https://www.vailresorts.com,Public,MTN,$2271.6,$301.2,$5947.7,23000,$2271.6,$301.2,$4426.1,$1500.6,13.3%,6.8%,20.1%,7.32,-19.8%,56.9%,18.6%,17.2%,24.3%,22.4%,
U.S.,Tempe Ariz.,Semiconductors and Other Electronic Components,Jeffrey W. Benck,https://www.bench.com,Public,BHE,$2268.1,$23.4,$727.9,10600,$2268.1,$23.4,$1759.9,$1014.8,1%,1.3%,2.3%,0.6,22.4%,-16.7%,-3.2%,65.9%,7%,6.6%,
U.S.,Muscatine Iowa,Home Equipment Furnishings,Jeffrey D. Lorenger,https://www.hnicorp.com,Public,HNI,$2246.9,$110.5,$1075.8,8450,$2246.9,$110.5,$1452.5,$584,4.9%,7.6%,18.9%,2.54,20.4%,13.5%,-,9.4%,-3.4%,6.2%,
U.S.,Seattle Wash.,Network and Other Communications Equipment,,https://www.f5.com,Public,FFIV,$2242.4,$427.7,$6483.5,5325,$2242.4,$427.7,$3390.3,$1761.5,19.1%,12.6%,24.3%,7.08,-3.3%,11.6%,20%,-13.8%,1.4%,10.2%,
U.S.,West Palm Beach Fla.,Securities,Jay C. Horgen,https://www.amg.com,Public,AMG,$2239.6,$15.7,$2830.9,4000,$2239.6,$15.7,$7653.5,$2937.5,0.7%,0.2%,0.5%,0.31,-93.1%,-47.4%,-13.9%,-11.8%,-16.3%,2.6%,
U.S.,Oklahoma City Okla.,Utilities: Gas and Electric,Sean R. Trauschke,https://www.ogeenergy.com,Public,OGE,$2231.6,$433.6,$6151.5,2425,$2231.6,$433.6,$11024.3,$4139.5,19.4%,3.9%,10.5%,2.16,1.9%,1.8%,5%,17.5%,8.5%,12.8%,
U.S.,Richmond Va.,Tobacco,George C. Freeman III,https://www.universalcorp.com,Public,UVV,$2227.2,$104.1,$1090.7,28000,$2227.2,$104.1,$2133.2,$1337.1,4.7%,4.9%,7.8%,4.11,-0.7%,-4.8%,-0.5%,11.2%,9.9%,6.6%,
U.S.,Tulsa Okla.,Commercial Banks,Steven G Bradshaw,https://www.bokf.com,Public,BOKF,$2226.3,$500.8,$2996.1,5107,$2226.3,$500.8,$42172,$4855.8,22.5%,1.2%,10.3%,7.03,6%,10.7%,9%,22.2%,10.4%,9%,
U.S.,Herndon Va.,Information Technology Services,Kevin M. Phillips,https://www.mantech.com,Public,MANT,$2222.6,$113.9,$2920.1,8900,$2222.6,$113.9,$2107.9,$1490.6,5.1%,5.4%,7.6%,2.83,37.4%,17.4%,-0.9%,55.3%,24%,7.5%,
U.S.,Denver Colo.,Building Materials Glass,Thomas W. Hill,https://www.summit-materials.com,Public,SUM,$2222.1,$59.1,$1699.7,6000,$2222.1,$59.1,$4067.6,$1427.4,2.7%,1.5%,4.1%,0.52,73.3%,-,-,92.7%,-,-,
U.S.,Dallas Texas,Health Care: Pharmacy and Other Services,Susan R. Salka,https://www.amnhealthcare.com,Public,AMN,$2222.1,$114,$2708.7,3236,$2222.1,$114,$1931.6,$736.7,5.1%,5.9%,15.5%,2.4,-17.5%,28.3%,-,10%,26%,21.3%,
U.S.,Chicago Ill.,Internet Services and Retailing,Aaron Cooper,https://www.groupon.com,Public,GRPN,$2218.9,$-22.4,$555.7,6345,$2218.9,$-22.4,$1586.7,$393.9,-1%,-1.4%,-5.7%,-0.04,-,-,-,-25.3%,-22%,-,
U.S.,New York N.Y.,Real estate,Barry M. Gosin,https://www.ngkf.com,Public,NMRK,$2218.1,$117.3,$754,5600,$2218.1,$117.3,$3201.6,$599.7,5.3%,3.7%,19.6%,0.58,-9.4%,-,-,74.8%,-,-,
U.S.,Richardson Texas,Apparel,Kosta N. Kartsotis,https://www.fossilgroup.com,Public,FOSL,$2217.7,$-52.4,$166.4,10200,$2217.7,$-52.4,$1604.7,$503.1,-2.4%,-3.3%,-10.4%,-1.04,-,-,-,-49.9%,-41.1%,-13.5%,
U.S.,Racine Wis.,Motor Vehicles & Parts,Thomas A. Burke,https://www.modine.com,Public,MOD,$2212.7,$84.8,$165.1,12200,$2212.7,$84.8,$1538,$533.9,3.8%,5.5%,15.9%,1.65,283.7%,-9.5%,-,-28.8%,-10.8%,-4.2%,
U.S.,New York N.Y.,Building Materials Glass,Ronald J. Kramer,https://www.griffon.com,Public,GFF,$2209.3,$37.3,$593.4,7300,$2209.3,$37.3,$2074.9,$477.8,1.7%,1.8%,7.8%,0.87,-70.6%,-,8.4%,97.6%,11.4%,6.8%,
U.S.,San Jose Calif.,Semiconductors and Other Electronic Components,Robert LeFort,https://www.cypress.com,Private,,$2205.3,$40.4,$8713.4,5871,$2205.3,$40.4,$3556.1,$2100.3,1.8%,1.1%,1.9%,0.11,-88.4%,-,-,88%,14.1%,11.5%,
U.S.,Waukesha Wis.,Industrial Machinery,Aaron P. Jagdfeld,https://www.generac.com,Public,GNRC,$2204.3,$252,$5829.4,5551,$2204.3,$252,$2665.7,$1032.4,11.4%,9.5%,24.4%,4.03,13.8%,10.1%,-,102.4%,16.6%,-,
U.S.,Honolulu Hawaii,Shipping,Matthew J. Cox,https://www.matson.com,Public,MATX,$2203.1,$82.7,$1317.9,1988,$2203.1,$82.7,$2845.4,$805.7,3.8%,2.9%,10.3%,1.91,-24.5%,3.2%,5.9%,30.5%,5.7%,11.3%,
U.S.,Nashville Tenn.,Specialty Retailers: Apparel,Mimi Eckel Vaughn,https://www.genesco.com,Public,GCO,$2197.1,$61.4,$196.1,13850,$2197.1,$61.4,$1680.5,$619.3,2.8%,3.7%,9.9%,3.92,-,-1%,11.7%,8.2%,-9%,5.7%,
U.S.,Westlake Ohio,Industrial Machinery,Sundaram Nagarajan,https://www.nordson.com,Public,NDSN,$2194.2,$337.1,$7814.9,7579,$2194.2,$337.1,$3516.4,$1581,15.4%,9.6%,21.3%,5.79,-9.5%,8.6%,-,37.9%,17.2%,19.5%,
U.S.,Richmond Va.,Chemicals,Thomas E. Gottwald,https://www.newmarket.com,Public,NEU,$2190.3,$254.3,$4284.1,2118,$2190.3,$254.3,$1885.1,$683.1,11.6%,13.5%,37.2%,22.73,11.8%,4.3%,7.9%,20.1%,5.5%,18.3%,
U.S.,Chicago Ill.,Transportation and Logistics,Douglas R. Waggoner,https://www.echo.com,Public,ECHO,$2185,$14.8,$457.9,2539,$2185,$14.8,$826.7,$383.3,0.7%,1.8%,3.9%,0.55,-46.6%,-5%,6.6%,1.8%,-6.6%,5%,
U.S.,Milwaukee Wis.,Industrial Machinery,Todd A. Adams,https://www.rexnordcorporation.com,Public,RXN,$2175.2,$34.3,$2761.4,6700,$2175.2,$34.3,$3259.7,$1228.6,1.6%,1.1%,2.8%,0.28,-44%,-1.4%,-,42.1%,2.9%,-,
U.S.,Wilmington Del.,Pharmaceuticals,,https://www.incyte.com,Public,INCY,$2158.8,$446.9,$15874.5,1456,$2158.8,$446.9,$3426.8,$2598.4,20.7%,13%,17.2%,2.05,302%,-,-,37.3%,3.6%,25.4%,
U.S.,Sunnyvale Calif.,Computer Software,Ken Xie,https://www.fortinet.com,Public,FTNT,$2156.2,$326.5,$17453.3,7082,$2156.2,$326.5,$3885.5,$1321.9,15.1%,8.4%,24.7%,1.87,-2.1%,65.6%,17%,51.6%,28.3%,28.4%,
U.S.,Santa Ana Calif.,Wholesalers: Diversified,Ruben D. Mendoza,https://www.fbmsales.com,Public,FBM,$2154.5,$40.2,$444.5,3500,$2154.5,$40.2,$1411.8,$408.2,1.9%,2.9%,9.9%,0.93,-,-,-,132.9%,-,-,
U.S.,Wood Dale Ill.,Aerospace & Defense,John M. Holmes,https://www.aarcorp.com,Public,AIR,$2147.6,$7.5,$623.4,5650,$2147.6,$7.5,$1517.2,$905.9,0.3%,0.5%,0.8%,0.21,-48.8%,-35.1%,-19.6%,21.8%,11.2%,8%,
U.S.,New York N.Y.,Apparel,Jason Rabin,https://www.centricbrands.com,Public,CTRC,$2146.5,$-273.5,$66.1,3250,$2146.5,$-273.5,$2154.7,$-79.4,-12.7%,-12.7%,-,-5.23,-,-,-,-36.7%,-26.2%,-25.4%,
U.S.,Shelton Conn.,Household and Personal Products,Rod R. Little,https://www.edgewell.com,Public,EPC,$2141,$-372.2,$1307.6,6000,$2141,$-372.2,$3420.9,$1303.5,-17.4%,-10.9%,-28.6%,-6.88,-462.1%,-,-,-17.1%,-20.2%,-3.3%,
